"price";"product_url";"designation";"category";"image_url";"description";"merchant_id";"in_stock";"Stock_detail";"product_type";"condition"
"12.93";"http://www.bulksupplements.com/star-anise-powder-100g-pure-powder.html";"Barley Extract 10:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_21.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"STAR100";"N";"0";"1";"0"
"9312.75";"http://www.bulksupplements.com/resveratrol-pure-powder-25kg-pure-powder.html";"Pure Resveratrol Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_20.png";"<p style=\"text-align: justify;\">Resveratrol is a compound found in red grapes, berries and plants. It use is mainly to protect plants from rapidly developing mold. It also shields plants against UV radiation and the drying effect of drought, to some degree. In addition, Resveratrol also functions as an antioxidant.</p>";"RES-25KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/l-pyroglutamic-acid-powder.html";"Pure L-Pyroglutamic Acid Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Category > Amino Acids, BulkSupplements > Products by Goal > Mental Wellness";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_2_54_1.jpg";"<p style=\"text-align: justify;\">L-Pyroglutamic Acid is a natural nutrient and amino acid derived from glutamic acid. Studies have indicated that supplementation may promote mental wellness and circulatory health.</p>";"LPYRO";"Y";"5475";"1";"0"
"295.21";"http://www.bulksupplements.com/l-pyroglutamic-acid-powder-25kg-pure-powder.html";"Pure L-Pyroglutamic Acid Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">L-Glutamic Acid is a nonessential amino acid and a component of protein. Although it is naturally produced in the body, trace amounts can also be found in meats, dairy and eggs.</p>";"LPYRO25KG";"Y";"2";"1";"0"
"560.17";"http://www.bulksupplements.com/vitamin-d3-cholecalciferol-powder-20kg-pure-powder.html";"Pure Vitamin D3 (cholecalciferol) Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Vitamin D3 (Cholecalciferol) is an important nutrient responsible for regulating calcium levels, which contributes to the health of teeth, bones and cartilage. It is often preferred over Vitamin D2 because of its easy absorption and stronger effects. </p><p style=\"text-align: justify;\">Vitamin D levels are moderated by the sunlight, as there is a chemical contained in the skin that absorbs the Vitamin D. As a fat-soluble vitamin, it can also be found in food with high fat content, particularly oily fish and other animal products. Its solubility in oil allows it to be stored in the body to some extent as well.</p>";"D3-20KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/bitter-melon-4-1.html";"Pure Bitter Melon Extract 4:1 Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_452_1_1_1_1_1_3.jpg";"<p style=\"text-align: justify;\">Bitter Melon extract comes from a vegetable-fruit primarily found in subtropical parts of South America, Asia and Africa. Also referred to as bitter gourd, it contains several vitamins and minerals. The extracted herbal supplement may be useful in promoting good blood sugar levels and gastrointestinal health. </p>";"MELON";"Y";"849";"1";"0"
"348.20";"http://www.bulksupplements.com/bitter-melon-extract-4-1-powder-25kg-pure-powder.html";"Wolfberry Extract 50% Polysaccharides Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_62.png";"<p style=\"text-align: justify;\">Wolfberry, also commonly referred to as goji berry, comes from a shrub native to China and parts of east Asia. In addition to the berry's unique flavor and various health benefits, the fruit is also high in antioxidants.</p>";"MELON25KG";"Y";"12";"1";"0"
"613.17";"http://www.bulksupplements.com/beet-root-powder-30kg-pure-powder.html";"Beet Root Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_31.png";"<p style=\"text-align: justify;\">Beetroot powder is taken from the red table beet, a vegetable that has been taken advantage of since Ancient Roman times for its numerous uses. Because the vegetable is naturally rich in nitrates (esters containing nitric acid), consumption is considered beneficial.</p>";"BEET-30KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/l-pyroglutamic-acid-powder-100g-pure-powder.html";"Pure L-Pyroglutamic Acid Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_65.png";"<p style=\"text-align: justify;\">L-Pyroglutamic Acid is a natural nutrient and amino acid derived from glutamic acid. Studies have indicated that supplementation may promote mental wellness and circulatory health.</p>";"LPYRO100";"Y";"197";"1";"0"
"14.02";"http://www.bulksupplements.com/l-pyroglutamic-acid-powder-250g-pure-powder.html";"Pure L-Pyroglutamic Acid Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_66.png";"<p style=\"text-align: justify;\">L-Pyroglutamic Acid is a natural nutrient and amino acid derived from glutamic acid. Studies have indicated that supplementation may promote mental wellness and circulatory health.</p>";"LPYRO250";"Y";"150";"1";"0"
"20.51";"http://www.bulksupplements.com/l-pyroglutamic-acid-powder-500g-pure-powder.html";"Pure L-Pyroglutamic Acid Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_67.png";"<p style=\"text-align: justify;\">L-Pyroglutamic Acid is a natural nutrient and amino acid derived from glutamic acid. Studies have indicated that supplementation may promote mental wellness and circulatory health.</p>";"LPYRO500";"Y";"79";"1";"0"
"28.08";"http://www.bulksupplements.com/l-pyroglutamic-acid-powder-1kg-pure-powder.html";"Pure L-Pyroglutamic Acid Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_68.png";"<p style=\"text-align: justify;\">L-Pyroglutamic Acid is a natural nutrient and amino acid derived from glutamic acid. Studies have indicated that supplementation may promote mental wellness and circulatory health.</p>";"LPYRO1KG";"Y";"49";"1";"0"
"123.25";"http://www.bulksupplements.com/l-pyroglutamic-acid-powder-5kg-pure-powder.html";"Pure L-Pyroglutamic Acid Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_69.png";"<p style=\"text-align: justify;\">L-Pyroglutamic Acid is a natural nutrient and amino acid derived from glutamic acid. Studies have indicated that supplementation may promote mental wellness and circulatory health.</p>";"LPYRO5KG";"Y";"5000";"1";"0"
"861.91";"http://www.bulksupplements.com/maca-root-extract-4-1-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"MACA-25KG";"Y";"3";"1";"0"
"156.77";"http://www.bulksupplements.com/galla-chinensis-powder-5kg-pure-powder.html";"Galla Chinensis Powder Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_57.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"GALLA5KG";"Y";"5000";"1";"0"
"35.65";"http://www.bulksupplements.com/galla-chinensis-powder-1kg-pure-powder.html";"Galla Chinensis Powder Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_56.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"GALLA1KG";"Y";"51";"1";"0"
"23.75";"http://www.bulksupplements.com/galla-chinensis-powder-500g-pure-powder.html";"Galla Chinensis Powder Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_55.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"GALLA500";"Y";"78";"1";"0"
"16.18";"http://www.bulksupplements.com/galla-chinensis-powder-250g-pure-powder.html";"Galla Chinensis Powder Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_54.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"GALLA250";"Y";"150";"1";"0"
"12.93";"http://www.bulksupplements.com/galla-chinensis-powder-100g-pure-powder.html";"Galla Chinensis Powder Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_53.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"GALLA100";"Y";"196";"1";"0"
"161.10";"http://www.bulksupplements.com/bitter-melon-extract-4-1-powder-5kg-pure-powder.html";"Pure Bitter Melon Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_61.png";"<p style=\"text-align: justify;\">text</p>";"MELON5KG";"Y";"499";"1";"0"
"36.73";"http://www.bulksupplements.com/bitter-melon-extract-4-1-powder-1kg-pure-powder.html";"Pure Bitter Melon Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_63.png";"<p style=\"text-align: justify;\">text</p>";"MELON1KG";"Y";"38";"1";"0"
"24.83";"http://www.bulksupplements.com/bitter-melon-extract-4-1-powder-500g-pure-powder.html";"Pure Bitter Melon Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_60.png";"<p style=\"text-align: justify;\">text</p>";"MELON500";"Y";"73";"1";"0"
"16.18";"http://www.bulksupplements.com/bitter-melon-extract-4-1-powder-250g-pure-powder.html";"Pure Bitter Melon Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_59.png";"<p style=\"text-align: justify;\">text</p>";"MELON250";"Y";"52";"1";"0"
"11.85";"http://www.bulksupplements.com/bitter-melon-extract-4-1-powder-100g-pure-powder.html";"Pure Bitter Melon Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_58.png";"<p style=\"text-align: justify;\">text</p>";"MELON100";"Y";"175";"1";"0"
"11.85";"http://www.bulksupplements.com/rosehip-powder.html";"Pure Rosehip Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_3.jpg";"<p style=\"text-align: justify;\">Rosehip powder is derived from the fruit of the rose plant, also referred to as rose hep or rose haw. The fruit typically develops once the petals have fallen off. Rich in nutrients, this supplement has been used to promote immune and circulatory health.</p>";"ROSE";"Y";"676";"1";"0"
"341.71";"http://www.bulksupplements.com/rosehip-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_102.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"ROSE25KG";"N";"0";"1";"0"
"12.93";"http://www.bulksupplements.com/passion-flower-4-1-powder.html";"Pure Passion Flower Extract 4:1 Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Goal > Mental Wellness, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_4.jpg";"<p style=\"text-align: justify;\">Passion Flower powder is derived from Passiflora incarnata (purple passion flower), a perennial vine used to promote mental and digestive health. In addition to oral supplementation, this product can be used topically for inflammation.</p>";"PASSFLO";"Y";"209";"1";"0"
"590.46";"http://www.bulksupplements.com/passion-flower-extract-4-1-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PASSFLO25KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/papaya-seed-powder.html";"Pure Papaya Seed Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5.jpg";"<p style=\"text-align: justify;\">Pure Papaya Seed powder from the carica papaya fruit. It is described as a rusty-red powder with a pepper-like taste, containing a number of vital nutrients and enzymes believed to help with the detoxing of the body.</p>";"PAPSEED";"Y";"442";"1";"0"
"341.71";"http://www.bulksupplements.com/papaya-seed-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_109.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPSEED25KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/papaya-fruit-powder.html";"Pure Papaya Fruit Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Goal > Skin Care & Beauty, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1.jpg";"<p style=\"text-align: justify;\">Pure Papaya Fruit powder with no fillers or additives.</p>";"PAPFRUIT";"Y";"221";"1";"0"
"374.16";"http://www.bulksupplements.com/papaya-fruit-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PAPFRUIT25KG";"N";"0";"1";"0"
"11.85";"http://www.bulksupplements.com/organic-wheat-grass-powder.html";"Pure Organic Wheat Grass Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_1.jpg";"<p style=\"text-align: justify;\">This concentrated wheatgrass powder is a cereal protein that provides valuable nutrients and a number of health benefits. It supports body alkalinity, healthy immune function and increased energy. </p>";"ORGWG";"Y";"158";"1";"0"
"341.71";"http://www.bulksupplements.com/organic-wheat-grass-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"ORGWG25KG";"N";"0";"1";"0"
"1081.46";"http://www.bulksupplements.com/panax-ginseng-80-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"PANGIN25KG";"N";"0";"1";"0"
"12.93";"http://www.bulksupplements.com/motherwort-5-1-powder.html";"Pure Motherwort Extract 5:1 Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Goal > Women's Health, BulkSupplements > Products by Goal > Mental Wellness, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_3.jpg";"<p style=\"text-align: justify;\">Motherwort 5:1 comes from the herbaceous plant leonurus heterophyllus and has been recognized for a number of benefits related to women's health. In addition to oral supplementation, it can be applied topically on the skin. </p>";"MOTHWORT";"Y";"5232";"1";"0"
"536.38";"http://www.bulksupplements.com/motherwort-5-1-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"MOTHWORT25KG";"N";"0";"1";"0"
"16.18";"http://www.bulksupplements.com/horse-chestnut-extract-powder.html";"Pure Horse Chestnut Extract Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Goal > Digestive Support, BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_4.jpg";"<p style=\"text-align: justify;\"> Horse Chestnut powder is derived from aesculus hippocastanum, a species of flowering plant capable of growing up to 118 ft. high. The seeds, bark, leaves and flowers are all used for a number of benefits. This product is standardized to contain 20% aescins, saponins containing anti-inflammatory and vasoprotective properties. </p>";"HORCHE";"Y";"5218";"1";"0"
"941.94";"http://www.bulksupplements.com/horse-chestnut-extract-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"HORCHE25KG";"N";"0";"1";"0"
"8.96";"http://www.bulksupplements.com/vitamin-d3-softgels.html";"Pure Vitamin D3 (Cholecalciferol) Softgels in Bulk | BulkSupplements.com";"BulkSupplements > Capsules, BulkSupplements > Products by Category, BulkSupplements > Products by Category > Vitamins, BulkSupplements > Products by Goal > Heart Health";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_390_1.jpg";"<p style=\"text-align: justify;\">Vitamin D3 (Cholecalciferol) is an important nutrient responsible for regulating calcium levels, which contributes to the health of teeth, bones and cartilage. It is often preferred over Vitamin D2 because of its easy absorption and stronger effects. This particular Vitamin D3 comes in softgel form, making for easy supplementation. The soybean oil base allows for complete solubility. </p>";"VITD3SG";"Y";"416";"1";"0"
"102.96";"http://www.bulksupplements.com/vitamin-d3-softgels-6000-softgels.html";"";"BulkSupplements > Capsules";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Fish Oil is a great supplement because it contains essential fatty acids that promote heart health. Fish Oil is the only source of Omega-3 fatty acids that is bioavailable.</p>";"VITD3SG-6000";"N";"0";"1";"0"
"1081.46";"http://www.bulksupplements.com/zinc-orotate-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"ZINCORO25KG";"N";"0";"1";"0"
"16.18";"http://www.bulksupplements.com/calcium-orotate-powder.html";"Pure Calcium Orotate Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Herbal Extracts, BulkSupplements > Products by Goal > Joint & Bone Support";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_4_1_1.jpg";"<p style=\"text-align: justify;\">Calcium Orotate is a combination of the mineral calcium and orotic acid. In addition to elemental calcium's benefits, the added orotic acid is used to support athletic performance and endurance.</p>";"CALORO";"Y";"5431";"1";"0"
"996.02";"http://www.bulksupplements.com/calcium-orotate-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_43.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"CALORO25KG";"Y";"4";"1";"0"
"16.18";"http://www.bulksupplements.com/magnesium-orotate-powder.html";"Pure Magnesium Orotate Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Goal > Heart Health, BulkSupplements > Products by Goal > Women's Health, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Calcium & Minerals";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_4_1_1_1.jpg";"<p style=\"text-align: justify;\">Magnesium Orotate is a combination of magnesium and orotic acid. In addition to elemental magnesium's benefits, the added orotic acid is used to support athletic performance and endurance. </p>";"MAGORO";"Y";"5419";"1";"0"
"1026.30";"http://www.bulksupplements.com/magnesium-orotate-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"MAGORO25KG";"Y";"4";"1";"0"
"10.77";"http://www.bulksupplements.com/magnesium-oxide-powder.html";"Pure Magnesium Oxide Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Goal > Women's Health, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Goal > Digestive Support, BulkSupplements > Products by Category > Calcium & Minerals";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_4_1_1_1_1.jpg";"<p style=\"text-align: justify;\">Magnesium Oxide is a mineral supplement used for a number of benefits, specifically related to heart and digestive health. Many used this supplement for its antacid properties and to help relieve indigestion. </p>";"MAGOXI";"Y";"299";"1";"0"
"211.93";"http://www.bulksupplements.com/magnesium-oxide-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_36.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"MAGOXI25KG";"Y";"32";"1";"0"
"14.02";"http://www.bulksupplements.com/cla-powder.html";"Pure Conjugated Linoleic Acid (CLA) Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Category > Herbal Extracts";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_4_1_1_1_1_1.jpg";"<p style=\"text-align: justify;\">A slightly altered version of linoleic acid, Conjugated Linoleic Acid is an omega-6 fatty acid. This product is the powdered form of CLA.</p>";"CLAPOW";"Y";"665";"1";"0"
"630.47";"http://www.bulksupplements.com/cla-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_12.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"CLAPOW25KG";"Y";"4";"1";"0"
"4608.23";"http://www.bulksupplements.com/melatonin-powder-25kg-pure-powder.html";"Pure Melatonin Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Melatonin is created within the pineal gland that controls the way the brain keeps track of time during sleep. Exposure to darkness triggers Melatonin, informing the body that sleep is needed. It is actually produced directly from tryptophan, a chemical found in turkey that is usually associated with sleep. Though it was discovered in the 1950s, commercial use became available in 1994.</p>";"MEL25KG";"N";"0";"1";"0"
"16.18";"http://www.bulksupplements.com/potassium-orotate-powder.html";"Pure Potassium Orotate Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Calcium & Minerals";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_4_1_1_2.jpg";"<p style=\"text-align: justify;\">Potassium Orotate is the resulting combination of orotic acid and potassium. In addition to elemental potassium's benefits, the added orotic acid is used to support athletic performance and endurance. </p>";"P-ORO";"Y";"443";"1";"0"
"1056.58";"http://www.bulksupplements.com/potassium-orotate-powder-25kg-pure-powder.html";"Pure Maca Root Extract 4:1 Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media//catalog/product/placeholder/default/BulkSupplementsBag1200.jpg";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"P-ORO25KG";"Y";"4";"1";"0"
"8.96";"http://www.bulksupplements.com/vitamin-d3-softgels-100-softgels.html";"";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_70.png";"<p style=\"text-align: justify;\">Fish Oil is a great supplement because it contains essential fatty acids that promote heart health. Fish Oil is the only source of Omega-3 fatty acids that is bioavailable.</p>";"VITD3SG-100";"Y";"170";"1";"0"
"17.96";"http://www.bulksupplements.com/vitamin-d3-softgels-300-softgels.html";"";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_2_71.png";"<p style=\"text-align: justify;\">Fish Oil is a great supplement because it contains essential fatty acids that promote heart health. Fish Oil is the only source of Omega-3 fatty acids that is bioavailable.</p>";"VITD3SG-300";"Y";"246";"1";"0"
"7.53";"http://www.bulksupplements.com/maltodextrin-powder.html";"Pure Maltodextrin Powder in Bulk | BulkSupplements.com";"BulkSupplements > Products by Goal, BulkSupplements > Products by Category > New Products, BulkSupplements > Products by Category > Sports Supplements";"http://www.bulksupplements.com/media/catalog/product/b/a/bagresize_1_459_1_5_1_4_1_1_1_1_3.jpg";"<p style=\"text-align: justify;\">Maltodextrin is an easily digestible starch used as a food additive. It is also a popular carbohydrate among bodybuilders and can be added to pre- and post-workout shakes.</p>";"MALTO";"Y";"5560";"1";"0"
"98.37";"http://www.bulksupplements.com/maltodextrin-powder-25kg-pure-powder.html";"Pure Maltodextrin Powder in Bulk | BulkSupplements.com";"";"http://www.bulksupplements.com/media/catalog/product/a/m/amazonbag_3_19.png";"<p style=\"text-align: justify;\">Maca Root is a part of the radish family and is native to the Andes Mountains of South America. It is known for containing a wide variety of nutrients, minerals and amino acids.</p>";"MALTO25KG";"Y";"26";"1";"0"
